ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1776869176.863219,CfKC1D4ImrfGHvTbjf,192.168.8.236,34394,192.168.8.1,53,udp,dns,0.000524,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869176.863909,ChZYMW6OA0gWEySJl,192.168.8.236,56522,192.168.8.1,53,udp,dns,0.000201,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869176.864724,CJW4cd4KHpZnGzJ5hf,192.168.8.236,43254,192.168.8.1,53,udp,dns,0.000524,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869176.865424,CgTwU746oeVgImMJlg,192.168.8.236,45313,192.168.8.1,53,udp,dns,0.000215,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869176.866204,CvrQL53UiguncJ9CW,192.168.8.236,35621,192.168.8.1,53,udp,dns,0.000615,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869176.866993,CoUfCb2mUMdHPfEe0h,192.168.8.236,56993,192.168.8.1,53,udp,dns,0.000197,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869176.867735,Clv8De9Rlymc07Nkg,192.168.8.236,35966,192.168.8.1,53,udp,dns,0.000627,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869176.868529,CrEvjA1F8OcGthk0B4,192.168.8.236,60716,192.168.8.1,53,udp,dns,0.000205,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869140.531916,Cq8Klx2V6hYq7kgkoc,192.168.8.140,50061,239.255.255.250,3702,udp,-,6.565674,4592,0,S0,T,T,0,D,7,4788,0,0,-,17
1776869153.624113,CcxJE02rJZVs4KHMm7,192.168.8.140,62879,239.255.255.250,1900,udp,-,-,-,-,S0,T,T,0,D,1,153,0,0,-,17
1776869204.121650,CjnCde2N1HmJL0yHX2,192.168.8.123,33668,192.168.8.1,53,udp,dns,0.001176,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869204.122900,Ca2S16fu3wzwnhiL8,192.168.8.123,52316,192.168.8.1,53,udp,dns,0.000381,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869204.123662,Cv8TId5bJVADU1DW4,192.168.8.123,38665,192.168.8.1,53,udp,dns,0.000628,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869204.124329,CUE4i64EhNvs2oUBxj,192.168.8.123,52524,192.168.8.1,53,udp,dns,0.000396,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869204.125111,C6tZIk2KnYHI6xevtb,192.168.8.123,33768,192.168.8.1,53,udp,dns,0.000598,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869204.125745,CP6cpF1JBsdaPygoPk,192.168.8.123,48366,192.168.8.1,53,udp,dns,0.000361,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869204.126494,CaHvew3sfVQr1crW4h,192.168.8.123,54026,192.168.8.1,53,udp,dns,0.000609,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869204.127141,C9T3ea2DJZC04bbZij,192.168.8.123,35365,192.168.8.1,53,udp,dns,0.000295,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869204.127730,Ct1rePabwthLS0iC8,192.168.8.123,57204,192.168.8.1,53,udp,dns,0.000685,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869204.128453,CH43l72B6s3Nbrs5yk,192.168.8.123,53475,192.168.8.1,53,udp,dns,0.000314,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869204.129038,CMR7NTsg63AXq92H5,192.168.8.123,42046,192.168.8.1,53,udp,dns,0.000677,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869204.129751,CKDkZg4NcK36JenDVg,192.168.8.123,42456,192.168.8.1,53,udp,dns,0.000350,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869204.130334,ChuH9A2qeVlr5UyNH7,192.168.8.123,58409,192.168.8.1,53,udp,dns,0.000652,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869204.131026,C0l4Wj4xSFa8soR3v5,192.168.8.123,45206,192.168.8.1,53,udp,dns,0.000316,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869204.131590,CSKgt22Gyf47qhKV9i,192.168.8.123,38997,192.168.8.1,53,udp,dns,0.000617,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869204.132242,CY4FtS1J52m1v5ixab,192.168.8.123,59886,192.168.8.1,53,udp,dns,0.000296,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869204.132781,C4lZly2XEFzQKko8vk,192.168.8.123,50925,192.168.8.1,53,udp,dns,0.000672,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869204.133486,CLXIl52tXHaq50xEk,192.168.8.123,35318,192.168.8.1,53,udp,dns,0.000294,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869204.134027,CBgh3S3qYTh8bylb6b,192.168.8.123,36526,192.168.8.1,53,udp,dns,0.000672,312,156,SF,T,T,0,Dd,8,536,4,268,-,17
1776869204.134734,C9qRI14XfzPWmjLtwb,192.168.8.123,58448,192.168.8.1,53,udp,dns,0.000292,172,86,SF,T,T,0,Dd,4,284,2,142,-,17
1776869207.103155,CYljav2IlrC2qrHD6f,192.168.8.236,50663,192.168.8.1,53,udp,dns,0.001037,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869207.104387,CHVzCE4hUV1rQmgqvg,192.168.8.236,45028,192.168.8.1,53,udp,dns,0.000242,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869207.105227,Cb7zod3RAOqmRSV5U8,192.168.8.236,38279,192.168.8.1,53,udp,dns,0.000550,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869207.105955,Cns36k39AIGdNgApve,192.168.8.236,56459,192.168.8.1,53,udp,dns,0.000222,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869207.106752,CWDfiA3umpt1icWsAb,192.168.8.236,41643,192.168.8.1,53,udp,dns,0.000515,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869207.107436,CcTs4q39xkxygoY4D4,192.168.8.236,34932,192.168.8.1,53,udp,dns,0.000207,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869207.108257,C81J42135CocLgm1Fd,192.168.8.236,46589,192.168.8.1,53,udp,dns,0.000517,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869207.108949,CSBzRd1fC2yp2zJzaa,192.168.8.236,34961,192.168.8.1,53,udp,dns,0.000266,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869207.109778,C7ztu43T6xxSCRMHPd,192.168.8.236,59378,192.168.8.1,53,udp,dns,0.000530,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869207.110477,C18Nou4asYSgg0XsL2,192.168.8.236,46278,192.168.8.1,53,udp,dns,0.000215,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869207.111236,CNCM0G1noDWWlWFNoj,192.168.8.236,34983,192.168.8.1,53,udp,dns,0.000536,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869207.111987,C7LRzC4HhHLdrrHN21,192.168.8.236,44648,192.168.8.1,53,udp,dns,0.000252,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869207.112809,CoEKRF30Y84XkGdbve,192.168.8.236,54822,192.168.8.1,53,udp,dns,0.000538,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869207.113569,CFwg0Q143hbxmeYK78,192.168.8.236,43489,192.168.8.1,53,udp,dns,0.000204,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869207.114369,C23HymuckVBPD3Txb,192.168.8.236,55202,192.168.8.1,53,udp,dns,0.000606,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
1776869207.115204,C5AzPB3Im7N7cqM0R4,192.168.8.236,55484,192.168.8.1,53,udp,dns,0.000202,86,86,SF,T,T,0,Dd,2,142,2,142,-,17
1776869207.116032,COVBX93oWZ3cAmwjg1,192.168.8.236,60605,192.168.8.1,53,udp,dns,0.000729,156,156,SF,T,T,0,Dd,4,268,4,268,-,17
