timestamp,src_ip,src_port,dest_ip,dest_port,proto,signature,category,severity
2026-04-09T15:17:10.516627+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:12.516937+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:14.516435+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:16.517123+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:17.601369+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:18.517275+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:20.517545+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:22.517601+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:24.527858+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:26.517984+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:28.518010+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:30.518237+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:32.518440+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:34.518470+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:36.518666+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:38.518869+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:40.518932+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:42.519078+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:44.519274+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:46.519632+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:47.957721+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:48.519557+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:50.519789+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:52.519863+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:54.520122+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:56.520251+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:17:58.520537+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:00.520567+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:02.520616+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:04.520915+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:06.520932+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:08.521237+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:10.525991+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:12.521385+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:14.521542+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:16.521688+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:18.023175+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:18.521835+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:20.521999+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:22.522166+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:24.522286+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:26.522458+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:28.522609+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:30.522806+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:32.523083+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:34.523139+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:36.523281+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:38.523420+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:40.513864+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:42.513732+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:44.514657+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:46.513976+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
2026-04-09T15:18:47.374463+0000,,,,,,SURICATA Ethertype unknown,Generic Protocol Command Decode,3
